id,term,category,synonyms,icd11_tm2_code,references,description
YO2528,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO10537,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
UN2529,Mizaj-e-Har,Unani Temperament,"Hot temperament,Warm constitution",TM2-UN4522,Canon of Medicine,Hot temperament in Unani medicine system
YO2530,Back Pain Management,Yoga Therapy,"Lumbar Spondylosis,Spine care",TM2-YO5674,Yoga Sutras,A condition of Lumbar Spondylosis characterized by Spine care in Yoga Therapy context.
SI2531,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI8481,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2532,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO15506,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2533,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI13806,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
UN2534,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN7054,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
YO2535,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO15170,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
AY2536,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY16710,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
SI2537,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI5449,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
AY2538,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY8927,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
HO2539,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO17862,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
AY2540,Prameha,Ayurvedic Disease,"Diabetes,Polyuria",TM2-AY3394,Charaka Samhita,A condition of Diabetes characterized by Polyuria in Ayurvedic Disease context.
SI2541,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI12223,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2542,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI13395,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
SI2543,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI5758,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
YO2544,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO12164,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
UN2545,War-e-Kabid,Unani Disease,"Hepatitis,Liver inflammation",TM2-UN4089,Canon of Medicine,A condition of Hepatitis characterized by Liver inflammation in Unani Disease context.
AY2546,Shwasa,Ayurvedic Disease,"Asthma,Breathing difficulty",TM2-AY12115,Charaka Samhita,A condition of Asthma characterized by Breathing difficulty in Ayurvedic Disease context.
SI2547,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI8354,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
SI2548,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI17030,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
SI2549,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI7727,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
AY2550,Hridroga,Ayurvedic Disease,"Heart Disease,Cardiac disorder",TM2-AY7074,Charaka Samhita,A condition of Heart Disease characterized by Cardiac disorder in Ayurvedic Disease context.
SI2551,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI4097,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
UN2552,Nazla,Unani Disease,"Catarrh,Coryza",TM2-UN5859,Canon of Medicine,A condition of Catarrh characterized by Coryza in Unani Disease context.
SI2553,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI13641,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2554,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI1875,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2555,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO9132,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
HO2556,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO4011,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
SI2557,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI13527,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
UN2558,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN2624,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
AY2559,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY3842,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
SI2560,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI19475,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
AY2561,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY10276,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2562,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI5566,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2563,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY1932,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
UN2564,Niqras,Unani Disease,"Gout,Podagra",TM2-UN3379,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
SI2565,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI9121,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
YO2566,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO18267,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
SI2567,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI4735,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
HO2568,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO7327,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
YO2569,Meditation Focus,Yoga Therapy,"Dhyana,Concentration",TM2-YO11872,Yoga Sutras,A condition of Dhyana characterized by Concentration in Yoga Therapy context.
AY2570,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY7997,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
HO2571,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO7137,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
SI2572,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI10166,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2573,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO3740,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
HO2574,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO20365,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2575,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI4636,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2576,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI6273,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
YO2577,Weight Reduction,Yoga Therapy,"Obesity,Fat loss",TM2-YO8181,Yoga Sutras,A condition of Obesity characterized by Fat loss in Yoga Therapy context.
UN2578,War-e-Kabid,Unani Disease,"Hepatitis,Liver inflammation",TM2-UN6227,Canon of Medicine,A condition of Hepatitis characterized by Liver inflammation in Unani Disease context.
SI2579,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI7531,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2580,Shoola,Ayurvedic Disease,"Colic,Abdominal pain",TM2-AY1984,Charaka Samhita,A condition of Colic characterized by Abdominal pain in Ayurvedic Disease context.
SI2581,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI4716,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
AY2582,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY8838,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
SI2583,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI13976,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
UN2584,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN11267,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
UN2585,Niqras,Unani Disease,"Gout,Podagra",TM2-UN10986,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
SI2586,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI17082,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2587,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI1740,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
UN2588,Suda,Unani Disease,"Headache,Cephalalgia",TM2-UN6172,Canon of Medicine,A condition of Headache characterized by Cephalalgia in Unani Disease context.
HO2589,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO6978,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
UN2590,Ziabetus,Unani Disease,"Diabetes,High blood sugar",TM2-UN5356,Canon of Medicine,A condition of Diabetes characterized by High blood sugar in Unani Disease context.
HO2591,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO11455,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
YO2592,Back Pain Management,Yoga Therapy,"Lumbar Spondylosis,Spine care",TM2-YO10016,Yoga Sutras,A condition of Lumbar Spondylosis characterized by Spine care in Yoga Therapy context.
UN2593,Hikka,Unani Disease,"Pruritus,Itching",TM2-UN5043,Canon of Medicine,A condition of Pruritus characterized by Itching in Unani Disease context.
HO2594,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO15333,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2595,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI7546,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2596,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI3166,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
UN2597,Hikka,Unani Disease,"Pruritus,Itching",TM2-UN4410,Canon of Medicine,A condition of Pruritus characterized by Itching in Unani Disease context.
SI2598,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI9179,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
HO2599,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO8308,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
YO2600,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO4634,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
SI2601,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI9118,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
AY2602,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY7207,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
SI2603,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI6814,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
AY2604,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY5678,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
HO2605,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO12597,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
SI2606,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI12979,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2607,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI14852,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
HO2608,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO15143,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
YO2609,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO16856,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
AY2610,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY10518,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
SI2611,NeerizoVu,Siddha Condition,"Diabetes,Sweet urine",TM2-SI9928,Siddha Materia Medica,A condition of Diabetes characterized by Sweet urine in Siddha Condition context.
SI2612,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI18536,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2613,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI8956,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
YO2614,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO8273,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
HO2615,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO11867,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
UN2616,Mizaj-e-Har,Unani Temperament,"Hot temperament,Warm constitution",TM2-UN9238,Canon of Medicine,Hot temperament in Unani medicine system
YO2617,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO20147,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
UN2618,Khafaqan,Unani Disease,"Palpitation,Heart flutter",TM2-UN11915,Canon of Medicine,A condition of Palpitation characterized by Heart flutter in Unani Disease context.
HO2619,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO3508,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
HO2620,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO5652,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2621,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI9126,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
AY2622,Amlapitta,Ayurvedic Disease,"Dyspepsia,Sour indigestion",TM2-AY14734,Charaka Samhita,Acid dyspepsia characterized by sour belching and heartburn
YO2623,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO15257,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
UN2624,Ziabetus,Unani Disease,"Diabetes,High blood sugar",TM2-UN10716,Canon of Medicine,A condition of Diabetes characterized by High blood sugar in Unani Disease context.
HO2625,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO5528,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
SI2626,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI6474,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
HO2627,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO7885,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
HO2628,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO13547,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
YO2629,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO6685,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
SI2630,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI13419,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
SI2631,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI4445,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
SI2632,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI7602,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2633,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI22077,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2634,Ashmari,Ayurvedic Disease,"Calculus,Stones",TM2-AY12573,Charaka Samhita,A condition of Calculus characterized by Stones in Ayurvedic Disease context.
SI2635,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI16154,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2636,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO3543,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
SI2637,Kapham,Siddha Condition,"Phlegmatic Condition,Phlegm flavour",TM2-SI4940,Siddha Materia Medica,A condition of Phlegmatic Condition characterized by Phlegm flavour in Siddha Condition context.
AY2638,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY3017,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
UN2639,Yaraqan,Unani Disease,"Jaundice,Yellow skin",TM2-UN5299,Canon of Medicine,A condition of Jaundice characterized by Yellow skin in Unani Disease context.
SI2640,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI15281,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
UN2641,Zof-e-Bah,Unani Disease,"Sexual Debility,Weakness",TM2-UN2755,Canon of Medicine,A condition of Sexual Debility characterized by Weakness in Unani Disease context.
SI2642,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI8527,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2643,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO9401,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
HO2644,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO8655,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
AY2645,Shoola,Ayurvedic Disease,"Colic,Abdominal pain",TM2-AY6914,Charaka Samhita,A condition of Colic characterized by Abdominal pain in Ayurvedic Disease context.
AY2646,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY9868,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
HO2647,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO11178,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
HO2648,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO15564,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
UN2649,Niqras,Unani Disease,"Gout,Podagra",TM2-UN12161,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
AY2650,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY9053,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
SI2651,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI13564,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
HO2652,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO7822,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
UN2653,Zof-e-Bah,Unani Disease,"Sexual Debility,Weakness",TM2-UN8336,Canon of Medicine,A condition of Sexual Debility characterized by Weakness in Unani Disease context.
HO2654,Pulsatilla Profile,Homeopathic Indication,"Weepiness,Changeable",TM2-HO3897,Organon of Medicine,A condition of Weepiness characterized by Changeable in Homeopathic Indication context.
HO2655,Eupatorium,Homeopathic Indication,"Bone Pain,Breakbone fever",TM2-HO2105,Organon of Medicine,A condition of Bone Pain characterized by Breakbone fever in Homeopathic Indication context.
UN2656,Niqras,Unani Disease,"Gout,Podagra",TM2-UN5723,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
SI2657,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI12265,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
HO2658,Lycopodium Profile,Homeopathic Indication,"Liver trouble,Right side",TM2-HO3441,Organon of Medicine,A condition of Liver trouble characterized by Right side in Homeopathic Indication context.
UN2659,Nazla,Unani Disease,"Catarrh,Coryza",TM2-UN11803,Canon of Medicine,A condition of Catarrh characterized by Coryza in Unani Disease context.
HO2660,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO18022,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
SI2661,Sanni,Siddha Condition,"Delirium,Coma like",TM2-SI7372,Siddha Materia Medica,A condition of Delirium characterized by Coma like in Siddha Condition context.
HO2662,Ignatia State,Homeopathic Indication,"Grief,Hysteria",TM2-HO2930,Organon of Medicine,A condition of Grief characterized by Hysteria in Homeopathic Indication context.
HO2663,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO19066,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
AY2664,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY6017,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
YO2665,Breath Control,Yoga Therapy,"Pranayama,Lung capacity",TM2-YO4433,Yoga Sutras,A condition of Pranayama characterized by Lung capacity in Yoga Therapy context.
SI2666,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI2613,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
YO2667,Prenatal Yoga,Yoga Therapy,"Pregnancy Care,Ante-natal",TM2-YO16980,Yoga Sutras,A condition of Pregnancy Care characterized by Ante-natal in Yoga Therapy context.
HO2668,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO11119,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2669,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI3650,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
AY2670,Arsha,Ayurvedic Disease,"Hemorrhoids,Piles",TM2-AY6949,Charaka Samhita,A condition of Hemorrhoids characterized by Piles in Ayurvedic Disease context.
SI2671,Mega Noi,Siddha Condition,"Venereal Disease,STD",TM2-SI11455,Siddha Materia Medica,A condition of Venereal Disease characterized by STD in Siddha Condition context.
SI2672,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI2817,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2673,Hridroga,Ayurvedic Disease,"Heart Disease,Cardiac disorder",TM2-AY8500,Charaka Samhita,A condition of Heart Disease characterized by Cardiac disorder in Ayurvedic Disease context.
AY2674,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY15797,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
HO2675,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO12284,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
SI2676,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI7227,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
SI2677,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI6912,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
HO2678,Silicea Profile,Homeopathic Indication,"Suppuration,Lack of grit",TM2-HO9716,Organon of Medicine,A condition of Suppuration characterized by Lack of grit in Homeopathic Indication context.
AY2679,Unmada,Ayurvedic Disease,"Insanity,Psychosis",TM2-AY11952,Charaka Samhita,A condition of Insanity characterized by Psychosis in Ayurvedic Disease context.
UN2680,Niqras,Unani Disease,"Gout,Podagra",TM2-UN14446,Canon of Medicine,A condition of Gout characterized by Podagra in Unani Disease context.
HO2681,Rhus Tox State,Homeopathic Indication,"Joint Stiffness,Better motion",TM2-HO3272,Organon of Medicine,A condition of Joint Stiffness characterized by Better motion in Homeopathic Indication context.
SI2682,Gunmam,Siddha Condition,"Gastritis,Ulcer",TM2-SI9829,Siddha Materia Medica,A condition of Gastritis characterized by Ulcer in Siddha Condition context.
AY2683,Mutrakrichha,Ayurvedic Disease,"Dysuria,Painful urination",TM2-AY16425,Charaka Samhita,A condition of Dysuria characterized by Painful urination in Ayurvedic Disease context.
SI2684,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI2088,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
SI2685,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI4130,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
HO2686,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO3326,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
UN2687,Zof-e-Bah,Unani Disease,"Sexual Debility,Weakness",TM2-UN4417,Canon of Medicine,A condition of Sexual Debility characterized by Weakness in Unani Disease context.
HO2688,Gelsemium,Homeopathic Indication,"Flu,Dullness",TM2-HO12761,Organon of Medicine,A condition of Flu characterized by Dullness in Homeopathic Indication context.
SI2689,Sobai,Siddha Condition,"Anemia,Low blood",TM2-SI5743,Siddha Materia Medica,A condition of Anemia characterized by Low blood in Siddha Condition context.
AY2690,Pandu,Ayurvedic Disease,"Anemia,Pallor",TM2-AY5444,Charaka Samhita,A condition of Anemia characterized by Pallor in Ayurvedic Disease context.
HO2691,Bryonia State,Homeopathic Indication,"Dry Cough,Worse motion",TM2-HO9996,Organon of Medicine,A condition of Dry Cough characterized by Worse motion in Homeopathic Indication context.
SI2692,Vatham,Siddha Condition,"Rheumatism,Wind humour",TM2-SI10821,Siddha Materia Medica,A condition of Rheumatism characterized by Wind humour in Siddha Condition context.
SI2693,Kuruthi Azhal,Siddha Condition,"Hypertension,High BP",TM2-SI14014,Siddha Materia Medica,A condition of Hypertension characterized by High BP in Siddha Condition context.
SI2694,Pitham,Siddha Condition,"Biliousness,Bile humour",TM2-SI12781,Siddha Materia Medica,A condition of Biliousness characterized by Bile humour in Siddha Condition context.
AY2695,Vatarakta,Ayurvedic Disease,"Gout,Joint pain",TM2-AY2488,Charaka Samhita,A condition of Gout characterized by Joint pain in Ayurvedic Disease context.
UN2696,War-e-Kabid,Unani Disease,"Hepatitis,Liver inflammation",TM2-UN8203,Canon of Medicine,A condition of Hepatitis characterized by Liver inflammation in Unani Disease context.
